txHash,SenderAddress,ReceiverAddress,Amount,Time
A202E59B56FE0A3DC511EE219AA9FED36A0C95DAA728895C624D9A9F13D3CFBE,osmo10ay2aezex70xthzvzaz7x0qkl9jmnce55dl0wz,cosmos10ay2aezex70xthzvzaz7x0qkl9jmnce5ukvlcs,12.806903,2022-01-19T08:23:33.000Z
CC9A64173B8BCA50140136402397E4A1E3CE524C9B434A47DA0D5A7187DB1E91,osmo10ay2aezex70xthzvzaz7x0qkl9jmnce55dl0wz,cosmos10ay2aezex70xthzvzaz7x0qkl9jmnce5ukvlcs,12.806903,2022-01-19T08:23:33.000Z
6F2681F0EB376D372E28426A5E683186002DDE9DDB4C53A2002A617EAC24A5A8,osmo14nzyt8wmx4g6zkeluelukamgsh5v4xgnnzn4j8,cosmos14nzyt8wmx4g6zkeluelukamgsh5v4xgnmeq9y4,145.73904,2022-01-19T08:22:48.000Z
6970AD09B884E1739FE97BEE489E69B0E7F48963185138DF66DA5C40422F31F0,osmo14nzyt8wmx4g6zkeluelukamgsh5v4xgnnzn4j8,cosmos14nzyt8wmx4g6zkeluelukamgsh5v4xgnmeq9y4,145.73904,2022-01-19T08:22:48.000Z
88373E093D412614AD2D4D24A4B0F035E4E68DF1B4AC396F06903FC82745EFA0,osmo19gq27x5nzm0spekwgy7eez5rkvgsqg7mv0jnhg,cosmos19gq27x5nzm0spekwgy7eez5rkvgsqg7my5prp6,2.2721489999999998,2022-01-19T08:22:48.000Z
FF54D81331F833C4B5E88933B6A5B51C9FF59D2F81912029534334E8654D7991,osmo19gq27x5nzm0spekwgy7eez5rkvgsqg7mv0jnhg,cosmos19gq27x5nzm0spekwgy7eez5rkvgsqg7my5prp6,2.2721489999999998,2022-01-19T08:22:48.000Z
92F7AE9D7B9052A04A1F14B001D4BC320998087A053464C60C503AD8A2189F1A,osmo1puwjs3s066jyv4hvgg9q5wyzv70suyjre6auq7,cosmos1puwjs3s066jyv4hvgg9q5wyzv70suyjr3pwvkv,1.1440789999999998,2022-01-19T08:22:21.000Z
CE67B4AF5F6A9488EB6181521E791ACA84284435907859B462BE99DD352C666C,osmo1puwjs3s066jyv4hvgg9q5wyzv70suyjre6auq7,cosmos1puwjs3s066jyv4hvgg9q5wyzv70suyjr3pwvkv,1.1440789999999998,2022-01-19T08:22:21.000Z
E86E08A1C7281250559871F2530617353798125720FEB8764D9D5F7F33AB725B,osmo1puwjs3s066jyv4hvgg9q5wyzv70suyjre6auq7,cosmos1puwjs3s066jyv4hvgg9q5wyzv70suyjr3pwvkv,1.1440789999999998,2022-01-19T08:21:39.000Z
0EC5988DAA0FD8EC3C91E546AD8C952FB70FF03AEE99E679F734FE9EDB284F2B,osmo1puwjs3s066jyv4hvgg9q5wyzv70suyjre6auq7,cosmos1puwjs3s066jyv4hvgg9q5wyzv70suyjr3pwvkv,1.1440789999999998,2022-01-19T08:21:39.000Z
E1B3A32CCDC567F2CCF60067D20070AF79736C16D047730965EDB4B48787579F,osmo177xlssyax78qk4shusy7nx00mgku7j6l9lmjn4,cosmos177xlssyax78qk4shusy7nx00mgku7j6ldygz98,17.37847,2022-01-19T08:20:22.000Z
FA8D39199624E59C1CC1CDCE4BD939DBF372DFE2E1415B0719DA50CBA405AB4B,osmo177xlssyax78qk4shusy7nx00mgku7j6l9lmjn4,cosmos177xlssyax78qk4shusy7nx00mgku7j6ldygz98,17.37847,2022-01-19T08:20:22.000Z
93F16E8B7AACF4EDCB774785F95E0EDB465BF74FD38AFA37B39CC2E0B7DB77EF,osmo15a8w994amu8twywekvwfq0djr9qgxh42euseuh,cosmos15a8w994amu8twywekvwfq0djr9qgxh4238rf29,1.4999999999999999e-05,2022-01-19T08:20:22.000Z
47F66040772CDF024CFBFB8FBB21740BA64BCD84F1DC40065FB7E5C1AB197B03,osmo15a8w994amu8twywekvwfq0djr9qgxh42euseuh,cosmos15a8w994amu8twywekvwfq0djr9qgxh4238rf29,1.4999999999999999e-05,2022-01-19T08:20:22.000Z
